callDateTime,priority,district,description,callNumber,incidentLocation
02/22/2016 02:53:00 AM,Medium,SW,FAMILY DISTURB,P160530262,2300 GROVE ST
02/22/2016 02:51:00 AM,Medium,CD,FAMILY DISTURB,P160530254,2500 EUTAW PL
02/22/2016 04:02:00 AM,Medium,CD,FAMILY DISTURB,P160530327,2500 EUTAW PL
02/22/2016 12:02:00 PM,Medium,NE,FAMILY DISTURB,P160531131,1400 MONTPELIER ST
02/22/2016 06:20:00 AM,Medium,ND,FAMILY DISTURB,P160530442,2600 MARYLAND AV
02/22/2016 07:26:00 AM,Medium,ND,FAMILY DISTURB,P160530506,2500 W COLD SPRING LN
02/22/2016 07:33:00 AM,Medium,NE,FAMILY DISTURB,P160530516,3600 ELKADER RD
02/22/2016 08:59:00 AM,Medium,ED,FAMILY DISTURB,P160530691,1400 AISQUITH ST
02/22/2016 08:42:00 AM,Medium,ND,FAMILY DISTURB,P160530657,2500 OSWEGO AV
02/22/2016 08:55:00 AM,Medium,SD,FAMILY DISTURB,P160530679,1000 RENICK CT
02/22/2016 10:07:00 AM,Medium,SW,FAMILY DISTURB,P160530849,2900 MOSHER ST
02/22/2016 10:33:00 AM,Medium,NE,FAMILY DISTURB,P160530919,5900 GLENOAK AV
02/22/2016 10:52:00 AM,Medium,NW,FAMILY DISTURB,P160530954,7200 BROOKCREST WY
02/22/2016 11:12:00 AM,Medium,ED,FAMILY DISTURB,P160531007,900 WEBB CT
02/22/2016 11:36:00 AM,Medium,SW,FAMILY DISTURB,P160531057,3300 WINTERBOURNE RD
02/22/2016 11:45:00 AM,Medium,NW,FAMILY DISTURB,P160531088,3700 SEVEN MILE LN
02/22/2016 02:22:00 PM,Medium,SW,FAMILY DISTURB,P160531555,2300 GROVE ST
02/23/2016 09:25:00 AM,Medium,NE,FAMILY DISTURB,P160540753,6000 AMBERWOOD RD
02/22/2016 12:20:00 PM,Medium,NW,FAMILY DISTURB,P160531182,3700 SEVEN MILE LN
02/22/2016 12:46:00 PM,Medium,NE,FAMILY DISTURB,P160531258,4500 ARABIA AV
02/22/2016 01:13:00 PM,Medium,SD,FAMILY DISTURB,P160531340,2300 ANNAPOLIS RD
02/22/2016 01:28:00 PM,Medium,NW,FAMILY DISTURB,P160531397,3900 FORDLEIGH RD
02/22/2016 01:57:00 PM,Medium,ED,FAMILY DISTURB,P160531480,1500 N COLLINGTON AV
02/22/2016 02:18:00 PM,Medium,SD,FAMILY DISTURB,P160531538,2700 FISK RD
02/22/2016 02:27:00 PM,Medium,NE,FAMILY DISTURB,P160531562,4800 ERDMAN AV
02/22/2016 02:50:00 PM,Medium,SW,FAMILY DISTURB,P160531643,3800 CRANSTON AV
02/23/2016 05:22:00 AM,Medium,NE,FAMILY DISTURB,P160540386,1300 GITTINGS AV
02/22/2016 04:51:00 PM,Medium,WD,FAMILY DISTURB,P160532056,600 N DUKELAND ST
02/22/2016 05:00:00 PM,Medium,SW,FAMILY DISTURB,P160532075,3800 WINDSOR MILL RD
02/22/2016 05:36:00 PM,Medium,NW,FAMILY DISTURB,P160532206,3600 GARRISON BL
02/22/2016 05:25:00 PM,Medium,NE,FAMILY DISTURB,P160532169,4000 REXMERE RD
02/22/2016 05:50:00 PM,Medium,ND,FAMILY DISTURB,P160532267,500 RICHWOOD AV
02/22/2016 06:47:00 PM,High,SE,FAMILY DISTURB,P160532458,200 BLK N GLOVER ST
02/22/2016 06:45:00 PM,Medium,SW,FAMILY DISTURB,P160532440,1900 CASADEL AV
02/22/2016 07:38:00 PM,Medium,WD,FAMILY DISTURB,P160532586,2100 WALBROOK AV
02/22/2016 08:13:00 PM,Medium,SE,FAMILY DISTURB,P160532688,100 S EXETER ST
02/22/2016 08:19:00 PM,Medium,NE,FAMILY DISTURB,P160532710,6100 BELAIR RD
02/22/2016 08:52:00 PM,Medium,NE,FAMILY DISTURB,P160532782,1900 CRESTVIEW RD
02/22/2016 08:49:00 PM,Medium,SE,FAMILY DISTURB,P160532774,2900 MCELDERRY ST
02/22/2016 09:03:00 PM,Medium,NE,FAMILY DISTURB,P160532802,3500 ELMLEY AV
02/22/2016 09:21:00 PM,Medium,ED,FAMILY DISTURB,P160532854,1700 LAMONT AV
02/22/2016 09:56:00 PM,Medium,NW,FAMILY DISTURB,P160532939,2300 WICHITA AV
02/22/2016 10:26:00 PM,Medium,WD,FAMILY DISTURB,P160533012,2600 REISTERSTOWN RD
02/22/2016 10:09:00 PM,Medium,ND,FAMILY DISTURB,P160532979,300 E BELVEDERE AV
02/22/2016 10:10:00 PM,Medium,SW,FAMILY DISTURB,P160532982,2000 DEERING AV
02/22/2016 10:35:00 PM,Medium,CD,FAMILY DISTURB,P160533029,400 WATTY CT
02/22/2016 10:32:00 PM,Medium,NE,FAMILY DISTURB,P160533020,6900 MCCLEAN BL
02/22/2016 10:35:00 PM,Medium,WD,FAMILY DISTURB,P160533026,2400 FRANCIS ST
02/22/2016 10:24:00 PM,Medium,ED,FAMILY DISTURB,P160533004,1600 E 25TH ST
02/22/2016 11:35:00 PM,Medium,SE,FAMILY DISTURB,P160533228,3500 E BALTIMORE ST
02/22/2016 10:51:00 PM,Medium,ED,FAMILY DISTURB,P160533095,1600 E 25TH ST
02/22/2016 10:54:00 PM,Medium,SE,FAMILY DISTURB,P160533098,2900 MCELDERRY ST
02/22/2016 10:48:00 PM,Medium,NE,FAMILY DISTURB,P160533075,3500 CHESTERFIELD AV
02/22/2016 11:07:00 PM,Medium,WD,FAMILY DISTURB,P160533133,1400 N CAREY ST
02/22/2016 11:07:00 PM,Medium,ND,FAMILY DISTURB,P160533136,3800 DERBY MANOR DR
02/23/2016 12:27:00 AM,Medium,CD,FAMILY DISTURB,P160540049,400 WATTY CT
02/23/2016 12:34:00 AM,Medium,ND,FAMILY DISTURB,P160540061,1400 UNION AV
02/22/2016 11:48:00 PM,Medium,NW,FAMILY DISTURB,P160533250,3900 HAYWARD AV
02/23/2016 12:06:00 AM,Medium,SD,FAMILY DISTURB,P160540009,3400 SPELMAN RD
02/22/2016 11:52:00 PM,Medium,NW,FAMILY DISTURB,P160533260,3900 HAYWARD AV
02/22/2016 11:54:00 PM,Medium,SW,FAMILY DISTURB,P160533259,100 S WARWICK AV
02/23/2016 01:37:00 AM,Medium,ED,FAMILY DISTURB,P160540167,700 N LUZERNE AV
02/23/2016 12:53:00 AM,Medium,NE,FAMILY DISTURB,P160540103,1700 E BELVEDERE AV
02/23/2016 12:44:00 AM,Medium,NE,FAMILY DISTURB,P160540080,3400 ELMORA AV
02/23/2016 01:43:00 AM,Medium,NE,FAMILY DISTURB,P160540174,4300 ANNTANA AV
02/23/2016 02:52:00 AM,Medium,ND,FAMILY DISTURB,P160540243,2900 MILES AV
02/23/2016 03:13:00 AM,Medium,NE,FAMILY DISTURB,P160540279,4000 HILLEN RD
02/23/2016 03:18:00 AM,Medium,ED,FAMILY DISTURB,P160540284,2700 E CHASE ST
02/23/2016 06:38:00 AM,Medium,NE,FAMILY DISTURB,P160540422,3200 WHITE AV
02/23/2016 06:13:00 AM,Medium,SW,FAMILY DISTURB,P160540405,400 S BENTALOU ST
02/23/2016 07:32:00 AM,Medium,SD,FAMILY DISTURB,P160540469,2700 RITTENHOUSE AV
02/23/2016 06:57:00 AM,Medium,NW,FAMILY DISTURB,P160540437,2700 TALBOT RD
02/23/2016 01:50:00 PM,Medium,ND,FAMILY DISTURB,P160541450,500 WALKER AV
02/23/2016 02:10:00 PM,Medium,ED,FAMILY DISTURB,P160541505,400 E NORTH AV
02/23/2016 07:37:00 AM,Medium,SE,FAMILY DISTURB,P160540482,6500 RIVERVIEW AV
02/23/2016 08:17:00 AM,Medium,NE,FAMILY DISTURB,P160540591,5700 EASTBURY AV
02/23/2016 11:11:00 AM,Medium,NE,FAMILY DISTURB,P160541045,6000 AMBERWOOD RD
02/23/2016 11:23:00 AM,Medium,SD,FAMILY DISTURB,P160541072,900 BETHUNE RD
02/23/2016 09:57:00 AM,Medium,SE,FAMILY DISTURB,P160540838,2000 E BALTIMORE ST
02/23/2016 09:53:00 AM,Non-Emergency,NE,FAMILY DISTURB,P160540824,6000 AMBERWOOD RD
02/23/2016 10:07:00 AM,Medium,NE,FAMILY DISTURB,P160540871,1500 OAKRIDGE RD
02/23/2016 10:17:00 AM,Medium,WD,FAMILY DISTURB,P160540897,1700 HARLEM AV
02/23/2016 10:42:00 AM,Medium,WD,FAMILY DISTURB,P160540963,1700 HARLEM AV
02/23/2016 11:25:00 AM,Medium,NE,FAMILY DISTURB,P160541073,2600 ROSELAWN AV
02/23/2016 12:06:00 PM,Medium,WD,FAMILY DISTURB,P160541185,2700 PENNSYLVANIA AV
02/23/2016 12:22:00 PM,Medium,WD,FAMILY DISTURB,P160541228,2700 BLK LAURETTA AV
02/23/2016 01:49:00 PM,Medium,NW,FAMILY DISTURB,P160541457,3300 W COLD SPRING LN
02/23/2016 01:52:00 PM,Medium,ED,FAMILY DISTURB,P160541454,700 E 20TH ST
02/23/2016 02:38:00 PM,Medium,ND,FAMILY DISTURB,P160541575,4800 MIDWOOD AV
02/23/2016 02:48:00 PM,Medium,ND,FAMILY DISTURB,P160541606,3000 MATHEWS ST
02/23/2016 02:56:00 PM,Medium,NW,FAMILY DISTURB,P160541631,3800 PARKVIEW AV
02/23/2016 03:21:00 PM,Medium,SE,FAMILY DISTURB,P160541712,3100 MCELDERRY ST
02/23/2016 03:42:00 PM,Medium,SW,FAMILY DISTURB,P160541776,3100 WALBROOK AV
02/23/2016 03:53:00 PM,Medium,WD,FAMILY DISTURB,P160541815,2300 BLK PENNSYLVANIA AV
02/23/2016 04:39:00 PM,Medium,SD,FAMILY DISTURB,P160541918,1300 WASHINGTON BL
02/23/2016 05:02:00 PM,Medium,NE,FAMILY DISTURB,P160541998,4900 GUNTHER AV
02/23/2016 05:51:00 PM,Medium,ND,FAMILY DISTURB,P160542143,900 DARTMOUTHGLEN WY
02/23/2016 05:45:00 PM,Medium,NE,FAMILY DISTURB,P160542134,1600 SHERWOOD AV
02/23/2016 05:56:00 PM,Medium,SE,FAMILY DISTURB,P160542170,100 N EAST AV
02/24/2016 09:26:00 PM,Medium,CD,FAMILY DISTURB,P160552694,0 N CALVERT ST
02/23/2016 07:02:00 PM,Medium,NW,FAMILY DISTURB,P160542330,3800 W COLD SPRING LN
02/23/2016 07:05:00 PM,Medium,NW,FAMILY DISTURB,P160542335,3800 W COLD SPRING LN
02/23/2016 09:34:00 PM,Medium,NE,FAMILY DISTURB,P160542692,900 NORTH HILL RD
02/23/2016 07:28:00 PM,Medium,CD,FAMILY DISTURB,P160542404,500 PARK AV
02/23/2016 08:06:00 PM,Medium,SD,FAMILY DISTURB,P160542485,3900 BROOKLYN AV
02/23/2016 08:03:00 PM,Medium,SW,FAMILY DISTURB,P160542482,1300 WILDWOOD PY
02/23/2016 07:56:00 PM,Medium,SE,FAMILY DISTURB,P160542465,1100 BONSAL ST
02/23/2016 08:26:00 PM,Medium,SD,FAMILY DISTURB,P160542529,2400 KERMIT CT
02/23/2016 08:54:00 PM,Medium,SD,FAMILY DISTURB,P160542598,600 CHERRYCREST RD
02/23/2016 08:51:00 PM,Medium,ED,FAMILY DISTURB,P160542592,2700 E BIDDLE ST
02/23/2016 09:21:00 PM,Medium,SE,FAMILY DISTURB,P160542658,100 N GLOVER ST
02/23/2016 09:52:00 PM,Medium,SD,FAMILY DISTURB,P160542731,2400 DORTON CT
02/23/2016 09:45:00 PM,Medium,SD,FAMILY DISTURB,P160542728,1300 WASHINGTON BL
02/23/2016 10:19:00 PM,Medium,WD,FAMILY DISTURB,P160542799,1000 BENNETT PL
02/23/2016 10:07:00 PM,Medium,SE,FAMILY DISTURB,P160542773,100 N GLOVER ST
02/23/2016 10:22:00 PM,Medium,WD,FAMILY DISTURB,P160542803,1000 BENNETT PL
02/23/2016 10:36:00 PM,Medium,SW,FAMILY DISTURB,P160542847,400 KENSINGTON RD
02/23/2016 10:48:00 PM,Medium,SD,FAMILY DISTURB,P160542874,4400 FAIRHAVEN AV
02/23/2016 11:16:00 PM,Medium,ND,FAMILY DISTURB,P160542956,NB I 100 N AT W COLD SPRING LN
02/23/2016 11:15:00 PM,Medium,SW,FAMILY DISTURB,P160542940,400 KENSINGTON RD
02/23/2016 11:22:00 PM,Medium,ND,FAMILY DISTURB,P160542959,SB I 100 S AT W COLD SPRING LN
02/23/2016 11:34:00 PM,Medium,ED,FAMILY DISTURB,P160542991,2000 E LANVALE ST
02/24/2016 12:17:00 AM,Medium,SW,FAMILY DISTURB,P160550029,2800 PRESSTMAN ST
02/24/2016 01:14:00 AM,Medium,NE,FAMILY DISTURB,P160550120,4400 MARBLE HALL RD
02/24/2016 01:04:00 AM,Medium,SD,FAMILY DISTURB,P160550107,1700 BLK RAMSAY ST
02/24/2016 01:06:00 AM,Medium,WD,FAMILY DISTURB,P160550114,2900 RAYNER AV
02/24/2016 01:47:00 AM,Medium,NE,FAMILY DISTURB,P160550156,5100 ORVILLE AV
02/24/2016 02:08:00 AM,Medium,NE,FAMILY DISTURB,P160550190,4600 BELAIR RD
02/24/2016 02:33:00 AM,Medium,SD,FAMILY DISTURB,P160550220,900 BUNCHE RD
02/24/2016 02:32:00 AM,Medium,SW,FAMILY DISTURB,P160550219,2700 DULANY ST
02/24/2016 03:01:00 AM,Medium,SW,FAMILY DISTURB,P160550250,4400 BIRCHWOOD DR
02/24/2016 03:53:00 AM,Medium,SD,FAMILY DISTURB,P160550286,1200 GLYNDON AV
02/24/2016 07:51:00 AM,Medium,NW,FAMILY DISTURB,P160550473,3500 WOODLAND AV
02/24/2016 07:51:00 AM,Medium,WD,FAMILY DISTURB,P160550478,1400 MOUNTMOR CT
02/24/2016 08:06:00 AM,Medium,WD,FAMILY DISTURB,P160550522,2500 LAURETTA AV
02/24/2016 09:05:00 AM,Medium,NW,FAMILY DISTURB,P160550650,4600 WALLINGTON AV
02/24/2016 09:03:00 AM,Medium,WD,FAMILY DISTURB,P160550643,1500 RETREAT ST
02/24/2016 09:02:00 AM,Medium,NE,FAMILY DISTURB,P160550645,2800 THE ALAMEDA
02/24/2016 09:16:00 AM,Medium,SW,FAMILY DISTURB,P160550674,4300 CONNECTICUT AV
02/24/2016 09:45:00 AM,Medium,SW,FAMILY DISTURB,P160550752,2100 WHISTLER AV
02/24/2016 09:49:00 AM,Medium,WD,FAMILY DISTURB,P160550766,1500 RETREAT ST
02/24/2016 09:59:00 AM,Medium,WD,FAMILY DISTURB,P160550783,2500 MOSHER ST
02/24/2016 11:30:00 AM,Medium,SW,FAMILY DISTURB,P160551044,300 ALLENDALE ST
02/24/2016 12:18:00 PM,Medium,SD,FAMILY DISTURB,P160551169,900 BETHUNE RD
02/24/2016 01:59:00 PM,Medium,ED,FAMILY DISTURB,P160551440,1000 E NORTH AV
02/24/2016 01:51:00 PM,Medium,ND,FAMILY DISTURB,P160551401,2500 SHIRLEY AV
02/24/2016 02:05:00 PM,Medium,ND,FAMILY DISTURB,P160551444,800 E 30TH ST
02/24/2016 03:27:00 PM,Medium,CD,FAMILY DISTURB,P160551654,0 W PRESTON ST
02/24/2016 04:06:00 PM,Medium,SE,FAMILY DISTURB,P160551747,3200 E LOMBARD ST
02/24/2016 04:01:00 PM,Medium,NE,FAMILY DISTURB,P160551726,1000 E 33RD ST
02/24/2016 04:39:00 PM,Medium,ED,FAMILY DISTURB,P160551860,1500 N CAROLINE ST
02/24/2016 05:12:00 PM,Medium,SD,FAMILY DISTURB,P160551964,2400 NEVADA ST
02/24/2016 05:28:00 PM,Medium,ED,FAMILY DISTURB,P160552006,2400 E FEDERAL ST
02/24/2016 04:56:00 PM,Medium,NW,FAMILY DISTURB,P160551908,5200 ST CHARLES AV
02/24/2016 05:26:00 PM,Medium,WD,FAMILY DISTURB,P160552009,500 N CAREY ST
02/24/2016 06:13:00 PM,Medium,WD,FAMILY DISTURB,P160552159,1000 MOSHER ST
02/24/2016 05:37:00 PM,Medium,NW,FAMILY DISTURB,P160552048,5200 ST CHARLES AV
02/24/2016 06:07:00 PM,Medium,WD,FAMILY DISTURB,P160552161,1100 W FRANKLIN ST
02/24/2016 06:05:00 PM,Medium,CD,FAMILY DISTURB,P160552138,200 ARCH ST
02/24/2016 06:27:00 PM,Medium,SD,FAMILY DISTURB,P160552205,1900 WILKENS AV
02/24/2016 07:10:00 PM,Medium,NE,FAMILY DISTURB,P160552310,900 NORTH HILL RD
02/24/2016 08:12:00 PM,Medium,WD,FAMILY DISTURB,P160552494,1900 HARLEM AV
02/24/2016 07:38:00 PM,Medium,NE,FAMILY DISTURB,P160552390,1700 CARSWELL ST
02/24/2016 07:40:00 PM,Medium,SW,FAMILY DISTURB,P160552399,2000 HARMAN AV
02/24/2016 08:46:00 PM,Medium,NW,FAMILY DISTURB,P160552595,4200 FAIRFAX RD
02/24/2016 08:42:00 PM,Medium,ND,FAMILY DISTURB,P160552584,4200 IVANHOE AV
02/24/2016 08:34:00 PM,Medium,NE,FAMILY DISTURB,P160552554,4000 REXMERE RD
02/24/2016 08:36:00 PM,Medium,NE,FAMILY DISTURB,P160552558,6200 OLD HARFORD RD
02/24/2016 09:31:00 PM,Medium,NE,FAMILY DISTURB,P160552712,5400 REMMELL AV
02/24/2016 10:05:00 PM,Medium,SW,FAMILY DISTURB,P160552809,2200 WHEATLEY DR
02/24/2016 09:42:00 PM,Medium,SW,FAMILY DISTURB,P160552738,3200 STAFFORD ST
02/24/2016 10:46:00 PM,Medium,WD,FAMILY DISTURB,P160552904,2600 REISTERSTOWN RD
02/24/2016 10:40:00 PM,Medium,WD,FAMILY DISTURB,P160552898,1500 RETREAT ST
02/24/2016 11:11:00 PM,Medium,CD,FAMILY DISTURB,P160552962,2200 CALLOW AV
02/24/2016 11:17:00 PM,Medium,SW,FAMILY DISTURB,P160552980,100 N MONASTERY AV
02/24/2016 11:46:00 PM,Medium,NE,FAMILY DISTURB,P160553046,5300 GOODNOW RD
02/24/2016 11:44:00 PM,Medium,ED,FAMILY DISTURB,P160553043,300 E 23RD ST
02/24/2016 11:50:00 PM,Medium,SD,FAMILY DISTURB,P160553062,2700 RITTENHOUSE AV
02/25/2016 12:05:00 AM,Medium,SE,FAMILY DISTURB,P160560018,2500 JEFFERSON ST
02/25/2016 12:34:00 AM,Medium,NE,FAMILY DISTURB,P160560083,1500 SHEFFIELD RD
02/25/2016 12:25:00 AM,Medium,NE,FAMILY DISTURB,P160560062,4900 CRENSHAW AV
02/25/2016 01:17:00 AM,Medium,ND,FAMILY DISTURB,P160560161,2300 HUNTER ST
02/25/2016 03:15:00 AM,Medium,NW,FAMILY DISTURB,P160560304,4000 OAKFORD AV
02/25/2016 03:22:00 AM,Medium,NE,FAMILY DISTURB,P160560312,3800 KIMBLE RD
02/25/2016 06:29:00 AM,Medium,SW,FAMILY DISTURB,P160560422,3300 BRIGHTON ST
02/25/2016 06:22:00 AM,Medium,SD,FAMILY DISTURB,P160560420,2400 RIDGELY ST
02/25/2016 04:31:00 AM,Medium,ED,FAMILY DISTURB,P160560365,300 E 23RD ST
02/25/2016 08:06:00 AM,Medium,NE,FAMILY DISTURB,P160560573,5600 MCCLEAN BL
02/25/2016 08:07:00 AM,Medium,ED,FAMILY DISTURB,P160560574,1400 N CHESTER ST
02/25/2016 09:09:00 AM,Medium,ND,FAMILY DISTURB,P160560725,400 E 25TH ST
02/25/2016 08:50:00 AM,Medium,ED,FAMILY DISTURB,P160560682,500 N CHESTER ST
02/25/2016 09:23:00 AM,Medium,WD,FAMILY DISTURB,P160560766,1500 RETREAT ST
02/25/2016 09:58:00 AM,Medium,ED,FAMILY DISTURB,P160560849,600 BARTLETT AV
02/25/2016 10:24:00 AM,Medium,NW,FAMILY DISTURB,P160560906,5100 CHALGROVE AV
02/25/2016 10:41:00 AM,Medium,SW,FAMILY DISTURB,P160560953,900 ARION PARK RD
02/25/2016 10:40:00 AM,Medium,NE,FAMILY DISTURB,P160560947,3000 CHESLEY AV
02/25/2016 10:47:00 AM,Medium,WD,FAMILY DISTURB,P160560975,2400 WINDSOR AV
02/25/2016 02:51:00 PM,Medium,NE,FAMILY DISTURB,P160561705,3500 PELHAM AV
02/25/2016 03:10:00 PM,Medium,ND,FAMILY DISTURB,P160561748,2800 OAKLEY AV
02/25/2016 04:01:00 PM,Medium,WD,FAMILY DISTURB,P160561909,2400 W LEXINGTON ST
02/25/2016 04:28:00 PM,Medium,NE,FAMILY DISTURB,P160562012,5500 TODD AV
02/25/2016 05:01:00 PM,Medium,NE,FAMILY DISTURB,P160562158,5500 WHITBY RD
02/25/2016 04:57:00 PM,Medium,NE,FAMILY DISTURB,P160562146,2400 BRIDGEHAMPTON DR
02/25/2016 05:16:00 PM,Medium,NE,FAMILY DISTURB,P160562207,2400 BRIDGEHAMPTON DR
02/25/2016 05:08:00 PM,Medium,SD,FAMILY DISTURB,P160562179,2400 MARBOURNE AV
02/25/2016 05:43:00 PM,Medium,NE,FAMILY DISTURB,P160562316,2400 BRIDGEHAMPTON DR
02/25/2016 05:29:00 PM,Medium,NE,FAMILY DISTURB,P160562262,5500 WHITBY RD
02/25/2016 05:51:00 PM,Medium,SW,FAMILY DISTURB,P160562330,5000 FREDERICK AV
02/25/2016 06:13:00 PM,Medium,WD,FAMILY DISTURB,P160562406,1100 N FULTON AV
02/25/2016 06:32:00 PM,Medium,NE,FAMILY DISTURB,P160562480,4400 MARBLE HALL RD
02/25/2016 06:26:00 PM,Medium,NE,FAMILY DISTURB,P160562464,2400 BRIDGEHAMPTON DR
02/25/2016 07:09:00 PM,Medium,WD,FAMILY DISTURB,P160562604,1800 N MONROE ST
02/25/2016 07:10:00 PM,Medium,ED,FAMILY DISTURB,P160562600,1200 E OLIVER ST
02/25/2016 06:57:00 PM,Medium,SD,FAMILY DISTURB,P160562569,1600 COLE ST
02/25/2016 07:22:00 PM,Medium,NE,FAMILY DISTURB,P160562640,3000 PINEWOOD AV
02/25/2016 08:05:00 PM,Medium,SD,FAMILY DISTURB,P160562762,1600 LOCUST ST
02/25/2016 08:04:00 PM,Medium,ND,FAMILY DISTURB,P160562768,6100 MARLORA RD
02/25/2016 08:07:00 PM,Medium,ND,FAMILY DISTURB,P160562767,700 HOMESTEAD ST
02/25/2016 08:37:00 PM,Medium,ED,FAMILY DISTURB,P160562849,2800 E MONUMENT ST
02/25/2016 09:22:00 PM,Medium,NW,FAMILY DISTURB,P160562962,2900 GARRISON BL
02/25/2016 10:26:00 PM,Medium,ED,FAMILY DISTURB,P160563134,1600 N BOND ST
02/25/2016 09:52:00 PM,Medium,WD,FAMILY DISTURB,P160563041,1800 W LEXINGTON ST
02/26/2016 01:00:00 AM,Medium,NE,FAMILY DISTURB,P160570130,3300 PARKLAWN AV
02/25/2016 11:24:00 PM,Medium,ED,FAMILY DISTURB,P160563287,2000 CLIFTWOOD AV
02/25/2016 11:37:00 PM,Medium,ED,FAMILY DISTURB,P160563328,1300 N MONTFORD AV
02/25/2016 11:33:00 PM,Medium,SD,FAMILY DISTURB,P160563317,1900 CHRISTIAN ST
02/25/2016 11:56:00 PM,Medium,SD,FAMILY DISTURB,P160563379,1300 WASHINGTON BL
02/25/2016 11:54:00 PM,Medium,SW,FAMILY DISTURB,P160563381,400 S BENTALOU ST
02/26/2016 06:16:00 AM,Medium,SD,FAMILY DISTURB,P160570476,2600 NORLAND RD
02/26/2016 12:37:00 AM,Medium,ED,FAMILY DISTURB,P160570100,200 N CHESTER ST
02/26/2016 12:33:00 AM,Medium,NE,FAMILY DISTURB,P160570083,1800 LYDONLEA WY
02/26/2016 01:21:00 AM,Medium,CD,FAMILY DISTURB,P160570176,1100 DRUID HILL AV
02/26/2016 01:41:00 AM,Medium,NW,FAMILY DISTURB,P160570212,4300 ELDERON AV
02/26/2016 01:41:00 AM,Medium,SD,FAMILY DISTURB,P160570213,1100 SLATER RD
02/26/2016 02:10:00 AM,Medium,SE,FAMILY DISTURB,P160570266,1400 MULLIKIN CT
02/26/2016 02:31:00 AM,Medium,CD,FAMILY DISTURB,P160570286,700 EDMONDSON AV
02/26/2016 05:54:00 AM,Medium,NE,FAMILY DISTURB,P160570454,1500 KITMORE RD
02/26/2016 10:29:00 AM,Medium,NE,FAMILY DISTURB,P160570947,5600 WOODMONT AV
02/26/2016 11:01:00 AM,Medium,NE,FAMILY DISTURB,P160571023,3800 KIMBLE RD
02/26/2016 12:21:00 PM,Medium,SD,FAMILY DISTURB,P160571270,800 JACK ST
02/26/2016 01:25:00 PM,Medium,ED,FAMILY DISTURB,P160571441,300 E FEDERAL ST
02/26/2016 01:20:00 PM,Medium,SD,FAMILY DISTURB,P160571416,3600 ST MARGARET ST
02/26/2016 01:40:00 PM,Medium,NE,FAMILY DISTURB,P160571481,2700 HALCYON AV
02/26/2016 01:41:00 PM,Medium,NW,FAMILY DISTURB,P160571484,4000 FORDS LN
02/26/2016 01:42:00 PM,Medium,NW,FAMILY DISTURB,P160571494,4000 FORDS LN
02/26/2016 01:51:00 PM,Medium,NE,FAMILY DISTURB,P160571516,5800 WAYCROSS RD
02/26/2016 02:00:00 PM,Medium,ED,FAMILY DISTURB,P160571534,300 E FEDERAL ST
02/26/2016 01:56:00 PM,Medium,NE,FAMILY DISTURB,P160571529,2900 KENTUCKY AV
02/26/2016 07:56:00 PM,Medium,SE,FAMILY DISTURB,P160572622,3200 E BALTIMORE ST
02/26/2016 02:51:00 PM,Medium,NE,FAMILY DISTURB,P160571692,4300 NICHOLAS AV
02/26/2016 03:13:00 PM,Medium,NE,FAMILY DISTURB,P160571755,3700 BAYONNE AV
02/26/2016 03:30:00 PM,Medium,SW,FAMILY DISTURB,P160571793,3100 WINDSOR AV
02/26/2016 04:33:00 PM,Medium,WD,FAMILY DISTURB,P160571996,600 N PULASKI ST
02/26/2016 04:33:00 PM,Medium,SW,FAMILY DISTURB,P160571993,3800 GELSTON DR
02/26/2016 04:31:00 PM,Medium,SD,FAMILY DISTURB,P160571988,3800 2ND ST
02/26/2016 04:34:00 PM,Medium,SD,FAMILY DISTURB,P160571992,1700 W PRATT ST
02/26/2016 05:26:00 PM,Medium,ED,FAMILY DISTURB,P160572128,1500 HOLBROOK ST
02/26/2016 05:19:00 PM,Medium,SE,FAMILY DISTURB,P160572117,3700 FLEET ST
02/26/2016 04:57:00 PM,Medium,NE,FAMILY DISTURB,P160572067,3200 E NORTHERN PY
02/26/2016 05:34:00 PM,Medium,SW,FAMILY DISTURB,P160572161,3900 FLOWERTON RD
02/26/2016 05:41:00 PM,Medium,CD,FAMILY DISTURB,P160572187,500 DOLPHIN ST
02/26/2016 05:48:00 PM,Medium,NE,FAMILY DISTURB,P160572215,5000 PLYMOUTH RD
02/26/2016 05:35:00 PM,Medium,SE,FAMILY DISTURB,P160572172,1700 DUNDALK AV
02/26/2016 06:11:00 PM,Medium,SD,FAMILY DISTURB,P160572289,600 CHERRYCREST RD
02/26/2016 05:50:00 PM,Medium,NW,FAMILY DISTURB,P160572224,3700 COTTAGE AV
02/26/2016 05:57:00 PM,Medium,WD,FAMILY DISTURB,P160572255,600 N PULASKI ST
02/26/2016 05:56:00 PM,Medium,NE,FAMILY DISTURB,P160572240,5000 RAINTREE WY
02/26/2016 06:33:00 PM,Medium,SE,FAMILY DISTURB,P160572352,2500 FAIT AV
02/26/2016 06:16:00 PM,Medium,SD,FAMILY DISTURB,P160572303,2400 HARRIET AV
02/26/2016 07:19:00 PM,Medium,SW,FAMILY DISTURB,P160572519,4800 LINDSAY RD
02/26/2016 07:46:00 PM,Medium,NW,FAMILY DISTURB,P160572581,4500 BONNER RD
02/26/2016 07:28:00 PM,Medium,CD,FAMILY DISTURB,P160572536,400 W LOMBARD ST
02/26/2016 07:41:00 PM,Medium,NW,FAMILY DISTURB,P160572562,4500 BONNER RD
